ID	States_number	Prod_of_ZEB1	Prod_of_miR200	Prod_of_PDL1	Prod_of_CDH1	Prod_of_SLUG	Deg_of_ZEB1	Deg_of_miR200	Deg_of_PDL1	Deg_of_CDH1	Deg_of_SLUG	Trd_of_miR200ToZEB1	Num_of_miR200ToZEB1	Inh_of_miR200ToZEB1	Trd_of_ZEB1ToZEB1	Num_of_ZEB1ToZEB1	Act_of_ZEB1ToZEB1	Trd_of_CDH1ToZEB1	Num_of_CDH1ToZEB1	Inh_of_CDH1ToZEB1	Trd_of_SLUGToZEB1	Num_of_SLUGToZEB1	Act_of_SLUGToZEB1	Trd_of_ZEB1TomiR200	Num_of_ZEB1TomiR200	Inh_of_ZEB1TomiR200	Trd_of_SLUGTomiR200	Num_of_SLUGTomiR200	Inh_of_SLUGTomiR200	Trd_of_miR200ToPDL1	Num_of_miR200ToPDL1	Inh_of_miR200ToPDL1	Trd_of_PDL1ToCDH1	Num_of_PDL1ToCDH1	Inh_of_PDL1ToCDH1	Trd_of_ZEB1ToCDH1	Num_of_ZEB1ToCDH1	Inh_of_ZEB1ToCDH1	Trd_of_SLUGToCDH1	Num_of_SLUGToCDH1	Inh_of_SLUGToCDH1	Trd_of_miR200ToSLUG	Num_of_miR200ToSLUG	Inh_of_miR200ToSLUG	Trd_of_SLUGToSLUG	Num_of_SLUGToSLUG	Act_of_SLUGToSLUG
347	3	36.4804	46.259409	2.777256	76.353485	57.459458	0.449631	0.855554	0.939579	0.328742	0.966781	6.314331	6	0.073612	1.32533	1	3.09	0.473281	6	0.012277	6.87835	5	70.700009	0.606759	5	0.01872	6.873913	5	0.075543	4.709598	4	0.048521	10.128398	6	0.011607	0.804648	2	0.010241	13.165605	4	0.086592	6.100091	1	0.010498	2.566262	2	62.557019
348	3	87.658162	75.960231	63.236693	17.390697	1.889215	0.118481	0.867231	0.243607	0.244493	0.138112	9.845945	3	0.019068	0.256617	6	70.614408	0.611483	5	0.140572	11.176463	4	18.213814	1.481112	1	0.017394	11.91877	5	0.345749	12.915358	2	0.033263	6.77482	6	0.068967	0.214105	2	0.02795	15.189938	5	0.010309	9.263654	3	0.015311	17.327354	4	92.783864
352	3	34.165645	88.73211	14.694008	13.088106	19.203273	0.866828	0.428052	0.183665	0.316671	0.293567	5.438643	3	0.0252	0.604089	6	27.376929	1.764471	3	0.105915	14.716525	1	16.93495	0.79261	5	0.149907	5.170905	6	0.019975	2.638354	5	0.163187	47.288803	3	0.404502	0.478685	3	0.019351	2.731939	2	0.337862	11.33328	2	0.015304	4.376575	2	79.098383
354	3	62.150213	46.636977	77.644466	84.92239	98.284895	0.747016	0.30554	0.98017	0.506069	0.780504	1.641225	2	0.015157	0.364762	6	38.511038	1.791985	4	0.015541	9.08718	4	78.23123	0.497152	6	0.015759	4.818068	4	0.058238	1.057847	5	0.020184	38.21544	4	0.022599	1.153564	5	0.033444	0.458306	4	0.012544	13.560104	1	0.026492	17.434978	3	63.161872
357	3	75.392565	58.465649	96.163722	69.245637	10.077273	0.336478	0.949007	0.390597	0.770818	0.139021	13.511076	5	0.023313	0.764904	1	43.429926	1.44599	4	0.055406	4.827375	5	55.759151	0.958347	4	0.025466	3.997215	5	0.014063	11.053932	3	0.075294	18.127614	2	0.019319	1.468504	3	0.010416	11.352129	4	0.189533	8.05244	3	0.016713	13.173638	6	74.198096
359	3	35.891507	41.588712	90.950922	31.685105	4.640058	0.760773	0.741493	0.51052	0.99068	0.807022	10.343465	3	0.011314	1.263026	3	56.039957	2.986844	3	0.010436	11.054158	5	41.099116	0.132275	2	0.025408	1.037026	5	0.010453	9.985112	5	0.011775	53.299876	5	0.021744	0.600169	5	0.020401	13.518138	2	0.026349	6.475531	2	0.027905	2.766119	5	71.924153
364	3	99.733762	10.864115	44.955733	12.04277	30.242917	0.137668	0.802004	0.683446	0.769573	0.212377	9.986292	4	0.039839	1.163782	3	21.470437	2.090879	3	0.034589	7.763376	5	45.858546	1.588031	4	0.034988	10.364308	2	0.020978	11.447977	2	0.01076	9.488228	3	0.053607	1.555894	2	0.027833	17.518775	5	0.021242	12.901672	4	0.027375	13.380241	4	57.553701
372	3	11.328104	46.966463	36.90493	61.156033	84.931357	0.954381	0.718808	0.673908	0.536001	0.467894	13.120278	1	0.011272	1.45516	1	57.547558	2.843901	2	0.024115	15.762532	4	41.50708	0.188147	2	0.040748	14.731245	3	0.022112	5.655068	1	0.012194	35.684473	4	0.018688	1.484131	2	0.014705	15.603875	3	0.0275	4.352196	3	0.056534	1.834864	5	73.473768
375	3	58.191585	53.538388	6.40177	69.182668	28.663041	0.978929	0.992221	0.996847	0.393895	0.706355	7.924091	4	0.394124	0.22085	4	99.233966	3.850919	5	0.011761	9.4069680000000009	2	58.097981	0.223864	5	0.110829	8.994968	3	0.036016	10.208336	3	0.01059	24.05238	2	0.016605	0.182084	1	0.037306	3.009191	4	0.700605	9.721321	1	0.250637	11.159666	3	63.954773
379	3	62.862141	2.923831	7.371391	88.475616	94.125348	0.569837	0.662455	0.386492	0.129727	0.768788	1.35162	2	0.095502	0.684678	6	43.770669	1.502591	2	0.012632000000000001	15.433825	3	4.496487	0.047157	1	0.016175	6.68501	1	0.016071	7.437782	1	0.013302	17.1739	5	0.42922	0.066002	4	0.070952	7.089132	1	0.175194	4.523382	2	0.048111	13.188468	5	55.561895
381	3	19.531273	21.016813	87.49275	4.820609	55.299254	0.831864	0.619916	0.79238	0.951545	0.695804	8.057112	5	0.023993	1.501871	5	83.611084	2.028711	1	0.036506	5.838255	5	79.269467	1.057363	2	0.025437	4.626679	3	0.071595	11.872338	2	0.030277	1.71045	6	0.014849	1.025735	4	0.047004	2.900019	3	0.052794	3.849023	2	0.024725	1.408991	5	78.149292
382	3	60.232505	14.99031	19.687671	29.819279	47.457104	0.146737	0.522337	0.436375	0.761787	0.398949	13.362051	4	0.041548	0.202507	2	97.210593	0.076157	1	0.027146	15.351537	2	89.522436	0.490224	5	0.014648	13.942013	6	0.024673	10.288234	2	0.013303	2.341414	2	0.012293	1.539728	2	0.014073	17.933127	2	0.014653	5.736126	5	0.012154	8.5292	5	94.185099
387	3	49.874829	79.707315	46.91607	16.081104	93.633286	0.738378	0.529742	0.244089	0.982228	0.937248	11.952598	4	0.024277	1.247625	4	57.788651	1.19727	6	0.019846	3.803785	2	34.237191	0.674092	4	0.02535	6.620697	3	0.01634	12.067853	3	0.039352	39.602027	2	0.059039	0.691955	1	0.014311	3.828167	4	0.010058	7.53309	3	0.017471	13.112388	6	20.73862
390	3	65.906355	13.026305	26.480257	69.662021	76.933933	0.499749	0.310194	0.752169	0.351505	0.408893	6.457263	4	0.021164	0.916834	5	86.313088	1.403819	4	0.013557	3.773443	6	60.507649	0.260214	6	0.146929	5.287067	1	0.022155	3.780951	5	0.010156	39.378587	6	0.01304	0.632684	3	0.012041	12.879976	2	0.021473	12.30741	3	0.011997	4.810933	2	56.978064
392	3	27.179817	57.066203	36.218722	45.050599	9.227583	0.47428	0.675118	0.823387	0.957468	0.249782	3.198815	3	0.04081	1.399495	1	7.226747	1.832067	2	0.011052	4.532354	5	70.681763	0.225835	5	0.02531	17.66724	6	0.010635	1.798557	3	0.439498	32.720255	5	0.017605	0.377174	5	0.015684	1.120426	4	0.017267	0.300672	5	0.0187	0.208647	5	96.198487
400	3	10.199896	75.206127	5.546553	40.681499	10.301655	0.236935	0.587986	0.943348	0.489128	0.206398	5.478794	5	0.010816	0.054638	3	54.964279	2.451438	6	0.025846	8.062637	5	87.306916	1.215838	2	0.032507	10.293931	6	0.011185	12.826327	5	0.020901	52.397023	1	0.027498	1.133218	3	0.025637	14.345599	2	0.012629	8.654	2	0.079144	0.593829	6	27.525675
405	3	53.511224	25.646524	57.068741	82.272668	49.516473	0.236137	0.622057	0.350793	0.644475	0.390954	4.920265	1	0.016885	0.691905	6	72.972642	0.16639	6	0.020006	7.817155	6	39.192816	0.469328	1	0.010963	14.586885	1	0.030665	9.853266	2	0.01066	37.333421	4	0.017569	0.20099	3	0.01129	10.679522	6	0.013643	3.298838	6	0.024413	4.769889	5	91.357468
410	3	68.939282	58.733757	46.65791	40.493812	48.780602	0.105316	0.307387	0.264761	0.92564	0.31759	10.248432	4	0.016522	0.718791	5	51.47297	1.757084	2	0.496373	11.313084	3	6.309427	1.423425	1	0.015459	0.796453	5	0.052507	10.375565	2	0.019151	19.999566	5	0.012416	1.392871	1	0.072753	9.372663	3	0.035852	9.755986	6	0.046266	16.178294	6	95.478485
420	3	6.967937	5.275275	50.031604	46.459176	67.545455	0.691754	0.515845	0.345569	0.595536	0.548546	0.433897	3	0.031607	0.381601	4	28.973801	2.594317	3	0.333489	1.463831	2	63.021593	0.607334	6	0.039831	12.083559	5	0.02229	2.970533	2	0.037795	51.146991	4	0.030565	1.174798	5	0.077824	6.184913	5	0.054072	3.91429	1	0.014694	16.01077	3	68.50887
423	3	50.152822	18.957484	68.451272	52.312906	68.261773	0.205789	0.97246	0.442589	0.828798	0.234189	2.588951	3	0.013728	1.17185	5	48.920282	3.403263	3	0.047686	15.977543	3	48.549139	0.916608	2	0.026242	15.003255	1	0.024009	9.655979	6	0.028614	4.480986	2	0.011711	0.288435	5	0.016832	6.453914	6	0.024559	0.338722	6	0.02453	7.189725	6	65.449934
426	3	52.157253	7.53683	51.969503	14.902947	1.493834	0.34689	0.624437	0.365125	0.42019	0.951919	7.803655	4	0.025948	0.896586	6	51.178172000000004	1.250007	2	0.017717	11.690691	5	4.002785	1.072687	3	0.022878	18.115239	5	0.010986	4.799898	2	0.018425	37.665615	2	0.035404	1.52765	5	0.027536	16.204443	6	0.059738	5.5115170000000004	6	0.011593	0.889131	4	64.238042
433	3	89.065932	67.41178	50.061858	65.746122	51.607723	0.18492	0.657223	0.250267	0.188085	0.281358	4.341581	1	0.025151	0.938519	3	78.731758	2.903964	3	0.015012	11.427319	5	34.49144	0.1501	6	0.028448	13.944577	4	0.042561	3.519451	3	0.014646	26.517711	5	0.026777	1.480603	5	0.015535	16.124153	4	0.014485	0.286263	1	0.010344	13.287298	1	71.225698
439	3	86.862221	10.410206	64.299296	72.236051	38.801809	0.309919	0.462506	0.931381	0.106593	0.435789	3.580992	5	0.015742	1.587153	3	57.117996	1.615939	5	0.010486	6.514022	3	89.309385	0.26475	5	0.022532	8.759565	5	0.043693	0.215285	5	0.013571	52.929483	6	0.011387	0.97045	3	0.018427	7.916305	2	0.014143	0.833479	3	0.014532	6.908184	3	63.597416
442	3	41.820534	39.601152	66.021236	75.297105	53.513483	0.173577	0.405122	0.793765	0.546683	0.579125	12.976932	6	0.015947	1.280838	4	63.224544	0.460923	6	0.010038	15.542878	3	77.264503	1.37423	6	0.38432500000000003	8.869505	6	0.03704	1.106739	2	0.064875	4.155644	6	0.038862	0.989172	4	0.043141	9.36999	6	0.535222	7.928814	5	0.029244	5.507757	4	15.124572
444	3	61.925856	94.489843	76.567712	16.2509	46.174368	0.469999	0.68263	0.147407	0.55442	0.854575	13.19994	5	0.045335	1.145884	4	25.433079	0.154557	5	0.01009	11.547184	1	52.682183	0.412488	4	0.053493	0.740285	5	0.072096	1.566461	6	0.017995	21.094862	3	0.363202	0.417802	2	0.011001	10.620546	6	0.014918	8.032029	2	0.011928	2.162656	1	84.170003
459	3	51.434015	80.412435	87.313011	38.196392	95.126386	0.297442	0.40888	0.647773	0.593466	0.246812	5.559442	6	0.133715	1.327907	3	72.618405	0.382479	6	0.018633	6.12019	1	74.523456	1.533802	4	0.012866	16.080374	4	0.037689	8.135499	6	0.037794	1.22353	4	0.027827	1.444578	3	0.03735	12.592754	1	0.01655	0.587532	6	0.015916	9.772124	1	94.913718
461	3	95.32488	20.164976	19.646326	58.014989	44.991472	0.956866	0.296679	0.432708	0.198526	0.498301	3.251367	5	0.010913	0.308925	2	74.662647	2.760852	1	0.034987	9.051753	5	17.27391	0.310067	3	0.027126	7.635469	1	0.088134	11.19108	3	0.147472	32.842754	6	0.018278	1.287389	1	0.011102	1.423814	6	0.013176	3.551725	5	0.246695	4.232136	3	99.006132
462	3	68.46522	34.349178	84.878379	51.539659	62.422419	0.154719	0.732089	0.901643	0.14539	0.611689	6.773736	6	0.014559	0.88802	4	77.621457	2.560471	5	0.011281	8.930561	1	42.352079	0.824544	3	0.026366	2.389851	4	0.046848	12.165453	6	0.01006	48.546992	2	0.048988	1.196181	5	0.018105	17.57296	5	0.128346	4.137142	6	0.025588	5.483088	2	86.597003
467	3	89.963686	5.338944	68.716299	57.103583	12.856829	0.961891	0.415647	0.542545	0.346448	0.494571	3.535335	3	0.124471	0.896798	1	69.43677	1.511956	5	0.075569	7.066906	3	36.83993	0.294735	4	0.034051	18.327649	1	0.016946	12.057344	6	0.021548	2.210186	5	0.012606	1.369863	4	0.01896	1.645552	2	0.0193	1.455292	6	0.02446	9.242199	4	80.373643
478	3	16.560164	37.021041	36.859679	78.481151	54.688109	0.742149	0.668864	0.423734	0.718889	0.412183	9.729365	6	0.097558	1.039017	1	55.64264	1.43189	3	0.035944	7.86356	6	25.893649	0.44405	2	0.015144	9.059573	6	0.022487	3.699104	2	0.246471	1.749008	5	0.126594	1.40262	5	0.108203	9.009598	3	0.010715	8.536229	5	0.035801	1.321231	3	39.975663
488	3	55.83794	59.597916	96.823611	27.944518	92.098896	0.880573	0.183581	0.465481	0.783634	0.380719	1.467221	1	0.015942	0.867738	2	67.039357	0.297804	4	0.121732	5.358635	6	65.784098	0.718453	6	0.029374	10.76888	1	0.018184	7.482792	6	0.010914	35.650176	2	0.010089	0.90468	2	0.042292	10.686589	2	0.015311	4.567445	6	0.111992	6.273654	6	40.639937
492	3	6.931896	76.476149	4.32145	25.435809	64.937521	0.494287	0.456836	0.365543	0.574377	0.904762	11.486182	3	0.010312	1.520703	5	16.621486	2.95686	2	0.016464	0.216884	6	83.795907	1.383088	1	0.12942	16.265376	4	0.028648	0.323816	2	0.023151	0.931816	1	0.010594	1.551981	6	0.015215	15.228273	4	0.072056	13.421918	1	0.067991	0.35837	2	31.701743
496	3	94.224366	64.605017	68.898187	50.656401	13.667394	0.143849	0.682071	0.885324	0.851064	0.505654	12.982476	1	0.09941	0.072161	1	65.940662	2.445667	4	0.013293	0.456403	4	43.929699	1.154067	1	0.010179	11.678344	5	0.012851	11.379878	5	0.02651	20.566991	1	0.05782	1.5183	6	0.021239	2.79306	4	0.037787	3.957369	3	0.016625	13.977524	3	93.997796
499	3	69.603112	38.851375	46.735579	94.704988	17.349587	0.98232	0.537252	0.154093	0.36231	0.701724	7.116739	4	0.021303	1.340285	4	45.378461	0.757665	3	0.014467	10.850191	2	96.56811	0.997985	5	0.011745	7.938335	5	0.012023	0.540684	3	0.014428	48.71553	1	0.022316	1.338855	4	0.012458	16.216437	3	0.02118	10.846237	2	0.129505	9.66718	5	38.952993
511	3	88.109196	17.378836	35.146738	28.068391	33.925638	0.752792	0.633816	0.581319	0.660588	0.667679	2.690357	5	0.061436	0.973257	1	26.466508	1.93085	6	0.010677	2.562141	3	22.063213	0.036342	5	0.02392	11.35071	5	0.207117	6.859368	2	0.754601	44.240125	3	0.033288	0.945569	6	0.016989	6.985016	1	0.017864	1.368196	1	0.014136	0.712101	3	89.051981
514	3	99.749884	51.503579	29.482053	7.095654	97.313639	0.201402	0.287857	0.571642	0.355398	0.194695	12.091966	4	0.024391	1.407504	4	12.312272	1.036959	5	0.012478	4.00825	4	1.700679	0.356788	6	0.153227	6.161923	6	0.020136	4.228379	3	0.020876	35.370983	3	0.031877	1.096997	5	0.012451	2.335334	4	0.024921	2.914748	6	0.036341	14.006495	6	95.021043
516	3	86.142691	46.654229	43.233597	17.882834	46.991738	0.390625	0.553152	0.382201	0.601447	0.886136	0.84878	5	0.020211	0.322328	4	25.519898	2.613147	1	0.096216	3.389306	6	95.94833	0.419037	3	0.010757	12.059935	5	0.109772	4.418203	2	0.014142	31.188734	3	0.010458	0.222052	4	0.010278	10.087444	3	0.024436	5.344938	1	0.011047	13.964019	5	9.202674
518	3	12.542476	24.90473	82.647436	2.989169	72.994143	0.772612	0.105785	0.31064	0.894136	0.256375	8.672785	5	0.074664	0.655336	6	46.685825	0.767511	1	0.010077	10.216225	3	78.823129	1.476774	1	0.11596	7.301737	6	0.081913	2.804608	2	0.01866	38.165297	5	0.012439	0.647277	3	0.018514	11.95742	2	0.064368	9.927863	2	0.050306	10.68284	4	26.058223
522	3	35.759083	27.658589	27.445677	30.069357	73.667098	0.855348	0.78375	0.140544	0.832385	0.103799	5.247486	3	0.011374	0.526961	5	20.407504	2.660553	3	0.077932	11.841384	1	89.233547	0.416133	5	0.016366	5.503943	6	0.327722	0.358266	2	0.099362	15.119657	5	0.034749	1.401467	2	0.010344	5.696284	6	0.010588	4.248519	5	0.042144	10.136078	5	11.402417
530	3	49.205281	97.57849	88.575113	25.783773	54.840139	0.40631	0.254111	0.359197	0.951916	0.266725	11.730424	5	0.010301	0.608515	5	5.178717	3.154808	5	0.248124	12.653202	5	1.042217	0.082432	4	0.016627	1.731479	4	0.010951	7.28348	2	0.015005	14.032435	4	0.029925	0.031052	2	0.017735	17.612609	1	0.079963	4.465441	6	0.025764	9.400615	6	90.526082
533	3	65.833067	18.674546	13.129309	51.918064	14.036749	0.650817	0.739882	0.33301	0.405718	0.399955	12.547055	4	0.015569	0.785157	3	89.134358	3.066871	1	0.015307	4.943585	1	84.806333	0.076734	1	0.020877	13.267178	3	0.0192	2.550294	1	0.157267	52.054835	6	0.019686	1.407609	4	0.017687	18.233761	1	0.010076	0.774974	3	0.291067	1.741775	4	73.541532
534	3	54.710364	30.476906	24.072993	72.522388	21.837124	0.85661	0.425352	0.624587	0.287523	0.226126	0.622332	4	0.020555	0.071497	3	32.082741	2.055852	4	0.013208	12.682392	5	6.368485	0.587269	1	0.012726	10.760392	1	0.021862	10.707873	6	0.010376	6.037736	6	0.108595	1.144523	1	0.052237	13.514146	6	0.013135	7.976529	5	0.123167	12.704751	1	5.032633
535	3	85.0539	51.95996	50.409209	46.50955	4.49779	0.696389	0.997948	0.970796	0.613687	0.101742	6.492621	4	0.013367	0.830323	4	73.401726	1.269348	5	0.021532	12.338869	3	26.920629	1.506291	4	0.017678	7.275793	6	0.029289	7.979287	6	0.032172	52.10237	4	0.112408	0.94966	2	0.045748	10.216291	5	0.196276	11.507362	1	0.030244	6.122405	1	45.153132
537	3	1.251676	82.376921	28.556781	19.707278	76.600535	0.632476	0.838761	0.909455	0.255469	0.583476	7.693731	2	0.013277	0.943602	6	47.080906	1.533816	5	0.019026	4.21811	6	74.712621	0.578916	6	0.014304	9.655479	2	0.039964	5.086361	4	0.021179	45.300722	3	0.011399	0.388709	5	0.026819	6.854092	6	0.023644	11.060284	6	0.015139	4.04194	6	22.311034
538	3	89.50857	42.185454	81.666338	81.408082	24.031847	0.943203	0.760097	0.634239	0.452891	0.395399	11.99094	3	0.100239	0.182893	2	57.624585	3.494312	2	0.010753	1.8785	1	53.29098	1.100666	5	0.074279	8.238185	6	0.239987	1.94309	2	0.036168	28.840764	3	0.064919	0.645695	4	0.014181	1.379863	6	0.042577	3.732784	1	0.012766	11.112388	6	10.222602
545	3	10.227826	60.906906	46.115947	56.461898	21.051659	0.913652	0.840326	0.868545	0.551198	0.475762	12.451843	3	0.018161	1.461507	4	31.287843	1.986698	2	0.034124	7.267749	5	80.158421	0.103791	6	0.04691	7.286986	5	0.012045	12.706043	5	0.010978	41.435325	6	0.038167	1.017388	1	0.013465	0.397456	2	0.205012	6.945535	4	0.021479	5.966363	3	19.017404
553	3	52.284756	18.920998	33.994458	69.302374	10.989207	0.115896	0.412136	0.761469	0.249311	0.305308	3.63555	2	0.117672	1.565271	2	21.870635	3.692096	2	0.014117	5.486615	2	11.13367	0.521058	4	0.014012	0.729427	2	0.018558	9.655258	1	0.012441	24.485899	2	0.012121	0.341329	4	0.045903	14.017909	5	0.057794	4.319203	5	0.043406	4.11145	4	47.556555
565	3	27.348578	81.571398	26.536342	30.981383	36.995629	0.406151	0.703466	0.404316	0.483974	0.178775	12.368551	2	0.01602	0.336414	2	12.528883	2.020807	2	0.01285	15.131174	1	15.31725	1.531052	5	0.082221	14.368971	3	0.010077	5.638099	3	0.086627	4.848293	4	0.051242	0.529695	5	0.02118	11.145879	2	0.015578	6.514327	3	0.011727	7.55747	4	57.327676
570	3	41.317065	23.300011	34.541776	19.476259	88.378474	0.891276	0.821546	0.998109	0.821	0.642313	13.191792	4	0.019372	1.11983	1	64.13739	2.855543	1	0.17421	15.531997	4	2.68074	0.926444	3	0.084049	13.916924	3	0.026483	2.948886	5	0.012088	37.544413	3	0.019326	0.797271	1	0.011156	3.322958	4	0.011642	1.956157	3	0.017659	7.359724	6	24.878731
573	3	97.754239	90.276840000000007	48.670742	28.707322	45.914887	0.25178	0.767589	0.218423	0.464717	0.357129	8.018877	4	0.068869	1.413956	3	32.100015	1.871119	1	0.042716	17.09454	3	22.31504	1.437182	3	0.011327	18.194338	4	0.014811	2.283157	3	0.016179	1.00231	2	0.014325	1.178743	1	0.041207	18.020247	2	0.01033	10.492295	5	0.025159	14.548128	5	70.707413
576	3	53.003283	84.48263	15.157505	71.619468	48.835309	0.85341	0.863663	0.262828	0.382716	0.691418	10.897014	4	0.019665	1.051774	5	91.248375	0.117941	6	0.013792	1.893527	5	42.668002	0.084561	6	0.010098	17.646139	5	0.033639	11.385332	2	0.013235	40.717079	2	0.01	1.423573	5	0.011179	14.854342	2	0.025925	10.290453	3	0.09803	5.788219	1	70.892683
577	3	56.356645	96.900835	16.428774	3.1807280000000002	22.077703	0.421907	0.217971	0.146961	0.852739	0.929833	11.357056	6	0.030848	1.255122	6	96.996112	1.192022	5	0.024357	2.13858	4	46.141531	0.348477	3	0.013178	18.047863	5	0.010433	10.121435	6	0.060607	53.539074	4	0.034011	0.071902	3	0.010469	15.393053	6	0.021547	11.410687	6	0.081846	5.012159	6	49.617053
580	3	91.701045	84.532997	3.206748	12.569093	34.962345	0.824847	0.952202	0.558352	0.907064	0.413596	11.279837	4	0.010479	0.358319	4	20.860918	3.425188	1	0.026817	7.781362	5	30.193921	0.346667	6	0.012355	5.894021	4	0.010157	11.340717	2	0.069443	45.969079	1	0.012085	0.145095	1	0.095291	1.883516	6	0.022398	11.932016	1	0.011328	16.278617	4	52.561124
583	3	76.488963	76.017148	16.521368	59.288169	80.905886	0.8414	0.184164	0.596159	0.720037	0.445625	2.287468	2	0.01401	0.237642	4	38.924937	0.536191	6	0.012012	9.953973	4	1.771799	0.454441	2	0.017577	7.851486	6	0.012427	5.550269	3	0.025305	22.103844	2	0.022278	0.638467	1	0.017656	2.914813	1	0.01225	12.227699	4	0.022126	1.881494	1	15.648869
595	3	36.203776	90.638881	36.625851	86.138372	48.851462	0.89226	0.774943	0.575811	0.365554	0.41287	7.602427	5	0.032466	0.537587	4	87.106892	1.128383	5	0.066316	3.060009	3	43.592777	0.350725	2	0.029037	16.671889	1	0.030004	0.3816	3	0.019289	4.828496	4	0.027192	0.346104	2	0.010618	6.802154	4	0.027159	11.217133	1	0.016895	9.962848	4	11.475019
600	3	89.900983	35.123744	50.290228	45.417136	61.534644	0.994865	0.287777	0.77031	0.432054	0.714026	7.495684	5	0.013026	0.32611	6	8.713394	0.473867	2	0.023238	3.287586	4	93.656277	1.418615	6	0.030088	6.437872	3	0.027526	6.588644	4	0.014112	39.65982	3	0.044525	0.647657	2	0.016901	10.403783	6	0.016407	12.126067	6	0.037665	17.212408	4	31.107839
627	3	2.839842	71.554585	48.982219	7.312112	54.951151	0.614633	0.998413	0.855454	0.573831	0.570403	3.859737	5	0.010059	0.899955	6	42.150151	2.145235	3	0.109797	10.756152	1	99.903322	1.091534	5	0.029106	17.141605	4	0.649061	2.96129	2	0.010374	10.661673	1	0.01306	0.366845	2	0.033553	2.929143	2	0.0331	10.667086	4	0.123478	3.656377	4	53.324032
629	3	58.232732	93.877096	14.116121	58.444006	30.169923	0.271979	0.883911	0.313329	0.253823	0.542308	4.545123	1	0.103314	1.244566	5	91.774504	0.852277	3	0.035507	11.096866	4	27.978085	1.122002	5	0.020691	15.536579	4	0.013035	3.273448	2	0.122164	18.965917	2	0.015575	1.445056	4	0.010861	17.825353	6	0.034085	7.076262	2	0.018058	3.282074	6	74.257369
630	3	78.920194	26.73603	42.532945	41.846136	5.147105	0.432062	0.637542	0.654034	0.60351	0.844707	7.816982	3	0.020891	0.194208	3	90.551482	2.459059	2	0.01723	12.202922	6	2.920936	0.792669	6	0.028055	16.122204	2	0.021635	8.683666	3	0.048319	19.707473	3	0.08947	1.498688	5	0.041959	1.364853	3	0.036884	9.441908	1	0.017248	2.222541	4	35.699463
632	3	81.296037	43.88367	43.135694	41.875946	32.998712	0.648608	0.502546	0.877798	0.132784	0.610067	11.806965	1	0.024877	0.940186	4	29.060755	0.264143	1	0.027069	4.696295	1	22.853206	0.07662	4	0.020932	0.74835	6	0.038883	11.550283	5	0.010278	18.105721	6	0.014362	0.932857	4	0.023457	12.914351	2	0.02051	1.304772	2	0.012183	5.340963	6	68.61583
635	3	65.057793	96.474351	81.419998	86.863027	67.438789	0.553339	0.264658	0.389874	0.838682	0.173152	3.279693	4	0.02694	1.072025	5	94.506947	1.950029	6	0.021929	0.703333	1	7.997839	0.526756	5	0.010907	9.40283	4	0.01662	6.857494	5	0.05198	46.837525	3	0.047138	0.818485	6	0.024362	13.47563	2	0.055355	7.784981	6	0.011554	6.517093	3	14.168498
639	3	59.511711	49.675601	29.052332	6.144304	64.239575	0.730894	0.713942	0.492796	0.204963	0.360732	11.318187	1	0.029077	0.166461	5	22.795146	3.653034	3	0.049976	13.190613	4	26.09745	0.633251	6	0.020196	4.346899	4	0.028522	8.573295	4	0.047949	46.67681	2	0.013298	1.394713	6	0.012051	4.834467	6	0.010794	2.893821	5	0.092091	14.159589	4	78.956822
641	3	89.379879	88.980936	15.678934	65.32818	16.694014	0.209505	0.442496	0.863725	0.184054	0.539356	13.196383	2	0.014936	1.594615	5	34.418228	1.33037	4	0.039277	2.875612	2	3.98886	1.210006	4	0.01024	13.287349	4	0.010064	9.591207	1	0.016227	44.467238	6	0.027585	0.904059	4	0.020119	15.673603	2	0.014406	3.901165	1	0.017352	4.593016	5	32.886599
644	3	40.875263	65.468508	70.091828	8.32031	10.608424	0.598802	0.448084	0.848224	0.637381	0.488182	13.206412	5	0.012776	1.500198	3	77.640493	2.830811	6	0.026175	0.295792	4	56.691576	0.708413	2	0.025381	18.120569	6	0.040127	11.90427	5	0.037183	44.383483	3	0.063637	1.361676	1	0.011536	6.670344	5	0.018205	4.280494	4	0.399926	2.078387	3	26.837743
648	3	13.064574	64.3663	20.071436	86.920652	87.347714	0.948771	0.837482	0.624919	0.582851	0.416317	9.384078	2	0.157926	1.341685	5	44.345101	1.526176	1	0.04238	2.696979	4	76.2236	1.343134	3	0.026393	2.896743	5	0.020249	11.019993	6	0.010397	33.071992	6	0.010274	0.176182	2	0.336695	16.658476	1	0.158013	7.528432	1	0.020879	4.231562	5	63.662138
649	3	72.092912	35.722533	74.859942	64.554159	71.725708	0.712162	0.851731	0.243632	0.63328	0.606062	13.239388	4	0.010447	1.160242	3	29.838911	1.963879	5	0.014277	5.583711	5	36.432352	0.878632	5	0.015367	8.057623	6	0.03778	11.373299	4	0.612886	41.003046	1	0.029998	0.079327	6	0.011224	12.647543	3	0.018334	2.20419	6	0.012181	9.05791	6	78.708002
